Month,Mdate,Time,hourly_counts
July,20,0,164.0
July,20,1,110.0
July,20,2,73.0
July,20,3,43.0
July,20,4,58.0
July,20,5,85.0
July,20,6,147.0
July,20,7,479.0
July,20,8,1030.0
July,20,9,1242.0
July,20,10,1778.0
July,20,11,2259.0
July,20,12,3455.0
July,20,13,3307.0
July,20,14,2949.0
July,20,15,3087.0
July,20,16,3338.0
July,20,17,3845.0
July,20,18,3286.0
July,20,19,2299.0
July,20,20,1817.0
July,20,21,1641.0
July,20,22,1106.0
July,20,23,988.0
July,21,0,590.0
July,21,1,415.0
July,21,2,304.0
July,21,3,221.0
July,21,4,110.0
July,21,5,62.0
July,21,6,97.0
July,21,7,172.0
July,21,8,349.0
July,21,9,860.0
July,21,10,1462.0
July,21,11,2260.0
July,21,12,3053.0
July,21,13,3309.0
July,21,14,3507.0
July,21,15,3766.0
July,21,16,3557.0
July,21,17,3203.0
July,21,18,2428.0
July,21,19,2008.0
July,21,20,1644.0
July,21,21,1329.0
July,21,22,1063.0
July,21,23,746.0
July,22,0,576.0
July,22,1,447.0
July,22,2,308.0
July,22,3,238.0
July,22,4,112.0
July,22,5,142.0
July,22,6,149.0
July,22,7,169.0
July,22,8,267.0
July,22,9,601.0
July,22,10,1159.0
July,22,11,1771.0
July,22,12,2318.0
July,22,13,2946.0
July,22,14,3108.0
July,22,15,3033.0
July,22,16,2930.0
July,22,17,2324.0
July,22,18,1766.0
July,22,19,1415.0
July,22,20,991.0
July,22,21,607.0
July,22,22,441.0
July,22,23,390.0
July,23,0,113.0
July,23,1,61.0
July,23,2,26.0
July,23,3,36.0
July,23,4,24.0
July,23,5,73.0
July,23,6,149.0
July,23,7,414.0
July,23,8,1099.0
July,23,9,1130.0
July,23,10,1537.0
July,23,11,1979.0
July,23,12,2937.0
July,23,13,3135.0
July,23,14,2671.0
July,23,15,2741.0
July,23,16,2596.0
July,23,17,2899.0
July,23,18,2129.0
July,23,19,1347.0
July,23,20,800.0
July,23,21,594.0
July,23,22,335.0
July,23,23,252.0
July,24,0,102.0
July,24,1,36.0
July,24,2,16.0
July,24,3,19.0
July,24,4,39.0
July,24,5,75.0
July,24,6,164.0
July,24,7,486.0
July,24,8,1021.0
July,24,9,1168.0
July,24,10,1462.0
July,24,11,1708.0
July,24,12,2905.0
July,24,13,3219.0
July,24,14,2590.0
July,24,15,2522.0
July,24,16,2275.0
July,24,17,2680.0
July,24,18,2375.0
July,24,19,1535.0
July,24,20,1035.0
July,24,21,836.0
July,24,22,470.0
July,24,23,234.0
July,25,0,118.0
July,25,1,55.0
July,25,2,31.0
July,25,3,31.0
July,25,4,35.0
July,25,5,73.0
July,25,6,170.0
July,25,7,543.0
July,25,8,1106.0
July,25,9,1165.0
July,25,10,1596.0
July,25,11,2108.0
July,25,12,3124.0
July,25,13,3411.0
July,25,14,2919.0
July,25,15,3080.0
July,25,16,3111.0
July,25,17,3364.0
July,25,18,2688.0
July,25,19,1777.0
July,25,20,1258.0
July,25,21,921.0
July,25,22,535.0
July,25,23,382.0
July,26,0,139.0
July,26,1,56.0
July,26,2,34.0
July,26,3,32.0
July,26,4,29.0
July,26,5,71.0
July,26,6,170.0
July,26,7,477.0
July,26,8,1160.0
July,26,9,1354.0
July,26,10,1711.0
July,26,11,1999.0
July,26,12,3042.0
July,26,13,3639.0
July,26,14,3026.0
July,26,15,2914.0
July,26,16,2985.0
July,26,17,3247.0
July,26,18,2767.0
July,26,19,1879.0
July,26,20,1466.0
July,26,21,1103.0
July,26,22,726.0
July,26,23,322.0
July,27,0,156.0
July,27,1,96.0
July,27,2,49.0
July,27,3,58.0
July,27,4,52.0
July,27,5,120.0
July,27,6,295.0
July,27,7,492.0
July,27,8,1090.0
July,27,9,1301.0
July,27,10,1707.0
July,27,11,2310.0
July,27,12,3295.0
July,27,13,3568.0
July,27,14,3339.0
July,27,15,3190.0
July,27,16,3484.0
July,27,17,4111.0
July,27,18,3623.0
July,27,19,2636.0
July,27,20,2225.0
July,27,21,1784.0
July,27,22,1400.0
July,27,23,1389.0
July,28,0,733.0
July,28,1,473.0
July,28,2,342.0
July,28,3,236.0
July,28,4,99.0
July,28,5,128.0
July,28,6,117.0
July,28,7,212.0
July,28,8,526.0
July,28,9,1148.0
July,28,10,1912.0
July,28,11,2796.0
July,28,12,3413.0
July,28,13,3615.0
July,28,14,3743.0
July,28,15,3945.0
July,28,16,3907.0
July,28,17,3763.0
July,28,18,3013.0
July,28,19,2203.0
July,28,20,1800.0
July,28,21,1340.0
July,28,22,1457.0
July,28,23,947.0
July,29,0,544.0
July,29,1,457.0
July,29,2,334.0
July,29,3,268.0
July,29,4,157.0
July,29,5,158.0
July,29,6,227.0
July,29,7,262.0
July,29,8,494.0
July,29,9,942.0
July,29,10,1688.0
July,29,11,2290.0
July,29,12,2939.0
July,29,13,3142.0
July,29,14,3005.0
July,29,15,2796.0
July,29,16,2606.0
July,29,17,2303.0
July,29,18,1597.0
July,29,19,1333.0
July,29,20,1110.0
July,29,21,851.0
July,29,22,492.0
July,29,23,221.0
July,30,0,129.0
July,30,1,50.0
July,30,2,35.0
July,30,3,23.0
July,30,4,21.0
July,30,5,79.0
July,30,6,189.0
July,30,7,471.0
July,30,8,1017.0
July,30,9,1223.0
July,30,10,1442.0
July,30,11,1907.0
July,30,12,3000.0
July,30,13,3235.0
July,30,14,2755.0
July,30,15,2662.0
July,30,16,2761.0
July,30,17,3020.0
July,30,18,2130.0
July,30,19,1385.0
July,30,20,1036.0
July,30,21,702.0
July,30,22,348.0
July,30,23,192.0
July,31,0,73.0
July,31,1,36.0
July,31,2,25.0
July,31,3,10.0
July,31,4,25.0
July,31,5,66.0
July,31,6,193.0
July,31,7,512.0
July,31,8,1111.0
July,31,9,1144.0
July,31,10,1556.0
July,31,11,1900.0
July,31,12,3007.0
July,31,13,3199.0
July,31,14,2778.0
July,31,15,2776.0
July,31,16,2783.0
July,31,17,3096.0
July,31,18,2101.0
July,31,19,1342.0
July,31,20,1015.0
July,31,21,786.0
July,31,22,376.0
July,31,23,187.0
