MeterId,AssetId,Barcode,CreditCard,TapAndGo,MeterType,StreetName,Longitude,Latitude,Location
KCN1,1629078,MPM1629078,NO,NO,Duncan Eagle,Commercial Road,144.9792581738879,-37.844815407465376,"(-37.844815407465, 144.979258173888)"
ALE3B,1629084,MPM1629084,NO,NO,Duncan Eagle,Aurora Lane,144.95006474364973,-37.818984984671864,"(-37.818984984672, 144.95006474365)"
ALE3D,1629085,MPM1629085,NO,NO,Duncan Eagle,Aurora Lane,144.9499632803944,-37.818849691261114,"(-37.818849691261, 144.949963280394)"
ALE3C,1629086,MPM1629086,NO,NO,Duncan Eagle,Aurora Lane,144.9499632803944,-37.818849691261114,"(-37.818849691261, 144.949963280394)"
CAN21,1629119,MPM1629119,NO,NO,Duncan Eagle,A'Beckett Street,144.95749594550503,-37.810139364301044,"(-37.810139364301, 144.957495945505)"
KW136,1629166,MPM1629166,NO,NO,Duncan Eagle,Queen Street,144.9580417594108,-37.806394784113536,"(-37.806394784114, 144.958041759411)"
MAW15,1629168,MPM1629168,NO,NO,Duncan Eagle,Barry Street,144.95936627581602,-37.80225228094249,"(-37.802252280942, 144.959366275816)"
CAS32,1629203,MPM1629203,NO,NO,Duncan Eagle,A'Beckett Street,144.95642226900287,-37.810618274528444,"(-37.810618274528, 144.956422269003)"
PLW3,1629236,MPM1629236,NO,NO,Duncan Eagle,Peel Street,144.95555329465518,-37.80734635111092,"(-37.807346351111, 144.955553294655)"
ALE3A,1629350,MPM1629350,NO,NO,Duncan Eagle,Aurora Lane,144.95006474364973,-37.818984984671864,"(-37.818984984672, 144.95006474365)"
L4,1629256,MPM1629256,NO,NO,Duncan Eagle,Market Street,144.96053173617292,-37.81805135109197,"(-37.818051351092, 144.960531736173)"
CME1,1629467,MPM1629467,NO,NO,Duncan Eagle,Cumberland Street,144.94277709868268,-37.8198836558753,"(-37.819883655875, 144.942777098683)"
CME2,1629468,MPM1629468,NO,NO,Duncan Eagle,Cumberland Street,144.94277709868268,-37.8198836558753,"(-37.819883655875, 144.942777098683)"
US10,1629490,MPM1629490,NO,NO,Duncan Eagle,Little Collins Street,144.960773575389,-37.81609989968114,"(-37.816099899681, 144.960773575389)"
IW29,1629492,MPM1629492,NO,NO,Duncan Eagle,Swanston Street,144.96341811444347,-37.80291281277818,"(-37.802912812778, 144.963418114443)"
PAS6,1629480,MPM1629480,NO,NO,Duncan Eagle,Therry Street,144.95868767027358,-37.807547151240534,"(-37.807547151241, 144.958687670274)"
IW28,1629493,MPM1629493,NO,NO,Duncan Eagle,Swanston Street,144.96340160568806,-37.80296677814628,"(-37.802966778146, 144.963401605688)"
PRW1,1629494,MPM1629494,NO,NO,Duncan Eagle,Pearl River Road,144.93800292713715,-37.81586466221791,"(-37.815864662218, 144.938002927137)"
PRW2,1629495,MPM1629495,NO,NO,Duncan Eagle,Pearl River Road,144.93795424364873,-37.815777973003215,"(-37.815777973003, 144.937954243649)"
PRW4,1629497,MPM1629497,NO,NO,Duncan Eagle,Pearl River Road,144.93778736510365,-37.81551038514813,"(-37.815510385148, 144.937787365104)"
HRE3,1629524,MPM1629524,NO,NO,Duncan Eagle,Harbour Esplanade,144.9478874037978,-37.82208136245257,"(-37.822081362453, 144.947887403798)"
EAT208,1629542,MPM1629542,YES,YES,Cale CWT-C,Franklin Street,144.95561351307782,-37.80919679812064,"(-37.809196798121, 144.955613513078)"
HRE1,1629522,MPM1629522,NO,NO,Duncan Eagle,Harbour Esplanade,144.94791200922967,-37.82217001610725,"(-37.822170016107, 144.94791200923)"
HRE2,1629523,MPM1629523,NO,NO,Duncan Eagle,Harbour Esplanade,144.94791200922967,-37.82217001610725,"(-37.822170016107, 144.94791200923)"
EAT111,1629558,MPM1629558,YES,YES,Cale CWT-C,Franklin Street,144.9567599592149,-37.80930959897199,"(-37.809309598972, 144.956759959215)"
EAT86,1629561,MPM1629561,YES,YES,Cale CWT-C,Franklin Street,144.95705427538448,-37.809346246714426,"(-37.809346246714, 144.957054275384)"
WFWT3,1629574,MPM1629574,YES,YES,Cale CWT-C,Waterfront Way,144.93843545567955,-37.812151790932525,"(-37.812151790933, 144.93843545568)"
UFET2,1629577,MPM1629577,YES,YES,Cale CWT-C,Jolimont Terrace,144.98190821198656,-37.81820216840445,"(-37.818202168404, 144.981908211987)"
RBWT1,1629613,MPM1629613,YES,YES,Reino TTX,Royal Parade,144.95739971184798,-37.79902898468312,"(-37.799028984683, 144.957399711848)"
SFET33,1629636,MPM1629636,YES,YES,Cale CWT-P,Dodds Street,144.96851581178547,-37.82442440127139,"(-37.824424401271, 144.968515811785)"
SIWT3,1629638,MPM1629638,YES,YES,Cale CWT-P,Sturt Street,144.966323327603,-37.82646817457295,"(-37.826468174573, 144.966323327603)"
EAST37,1629592,MPM1629592,YES,YES,Cale CWT-P,Franklin Street,144.9567633402182,-37.809463019699706,"(-37.8094630197, 144.956763340218)"
MCT3,1629627,MPM1629627,YES,YES,Cale CWT-P,St Kilda Road,144.97076562396842,-37.824041331491095,"(-37.824041331491, 144.970765623968)"
SFWT16A,1629637,MPM1629637,YES,YES,Cale CWT-P,Dodds Street,144.96770608757942,-37.826520221993256,"(-37.826520221993, 144.967706087579)"
SFWT16,1629639,MPM1629639,YES,YES,Cale CWT-P,Dodds Street,144.9673000285473,-37.82783485683872,"(-37.827834856839, 144.967300028547)"
SFWT17,1629640,MPM1629640,YES,YES,Cale CWT-P,Dodds Street,144.96818845458802,-37.82491318221933,"(-37.824913182219, 144.968188454588)"
SFET32,1629642,MPM1629642,YES,YES,Cale CWT-P,Dodds Street,144.9683622624977,-37.82491090965478,"(-37.824910909655, 144.968362262498)"
SIET26,1629644,MPM1629644,YES,YES,Cale CWT-P,Sturt Street,144.9669396615702,-37.825248553264046,"(-37.825248553264, 144.96693966157)"
SIET24,1630085,MPM1630085,YES,YES,Cale CWT-P,Sturt Street,144.96621978435945,-37.82762706275549,"(-37.827627062755, 144.966219784359)"
SLNT1,1630089,MPM1630089,YES,YES,Cale CWT-P,Grant Street,144.96870556412412,-37.825495829084105,"(-37.825495829084, 144.968705564124)"
SOST9,1630092,MPM1630092,YES,YES,Cale CWT-P,Kavanagh Street,144.96317955518643,-37.825191269205064,"(-37.825191269205, 144.963179555186)"
MCIT3D,1630093,MPM1630093,YES,YES,Cale CWT-P,St Kilda Road,144.97154730325224,-37.827480061025256,"(-37.827480061025, 144.971547303252)"
SXST37,1630097,MPM1630097,YES,YES,Cale CWT-P,Haig Street,144.95627266743418,-37.827891475744295,"(-37.827891475744, 144.956272667434)"
SGWT1,1630099,MPM1630099,YES,YES,Cale CWT-P,Wells Street,144.96906147813772,-37.829875650006315,"(-37.829875650006, 144.969061478138)"
MCWT1,1630101,MPM1630101,YES,YES,Cale CWT-P,St Kilda Road,144.97028466379297,-37.824328419372364,"(-37.824328419372, 144.970284663793)"
SLST2,1630086,MPM1630086,YES,YES,Cale CWT-P,Grant Street,144.96729033864813,-37.82607400144261,"(-37.826074001443, 144.967290338648)"
SIET25,1630087,MPM1630087,YES,YES,Cale CWT-P,Sturt Street,144.96649041418308,-37.82673652861469,"(-37.826736528615, 144.966490414183)"
SLST1,1630088,MPM1630088,YES,YES,Cale CWT-P,Grant Street,144.96877707308158,-37.82563747489055,"(-37.825637474891, 144.968777073082)"
SOST8,1630090,MPM1630090,YES,YES,Cale CWT-P,Kavanagh Street,144.9643940235074,-37.82414667010537,"(-37.824146670105, 144.964394023507)"
MCT15,1630114,MPM1630114,YES,YES,Cale CWT-P,St Kilda Road,144.97716421230825,-37.839875687254114,"(-37.839875687254, 144.977164212308)"
SOST10,1630094,MPM1630094,YES,YES,Cale CWT-P,Kavanagh Street,144.96276516046473,-37.82554807480085,"(-37.825548074801, 144.962765160465)"
SXNT12,1630098,MPM1630098,YES,YES,Cale CWT-P,Haig Street,144.95617183313334,-37.82779473267444,"(-37.827794732674, 144.956171833133)"
MCWT2,1630100,MPM1630100,YES,YES,Cale CWT-P,St Kilda Road,144.9707857309276,-37.82545237814077,"(-37.825452378141, 144.970785730928)"
MCT13,1630112,MPM1630112,YES,YES,Cale CWT-P,St Kilda Road,144.9762716044163,-37.83739906757305,"(-37.837399067573, 144.976271604416)"
MCT14,1630113,MPM1630113,YES,YES,Cale CWT-P,St Kilda Road,144.97668502093723,-37.83855112488433,"(-37.838551124884, 144.976685020937)"
MCT16,1630115,MPM1630115,YES,YES,Cale CWT-P,St Kilda Road,144.97743259118135,-37.84060830321582,"(-37.840608303216, 144.977432591181)"
MCT17,1630116,MPM1630116,YES,YES,Cale CWT-P,St Kilda Road,144.97795432431712,-37.84203046038514,"(-37.842030460385, 144.977954324317)"
MCT18,1630117,MPM1630117,YES,YES,Cale CWT-P,St Kilda Road,144.9783433487545,-37.84307463668307,"(-37.843074636683, 144.978343348755)"
MCT19,1630118,MPM1630118,YES,YES,Cale CWT-P,St Kilda Road,144.979309657328,-37.84575154753208,"(-37.845751547532, 144.979309657328)"
SLNT2,1630133,MPM1630133,YES,YES,Cale CWT-P,Grant Street,144.96729973068398,-37.825916394918025,"(-37.825916394918, 144.967299730684)"
MCT6,1630141,MPM1630141,YES,YES,Cale CWT-P,St Kilda Road,144.9716605585966,-37.82813380523581,"(-37.828133805236, 144.971660558597)"
AGNT1,1630135,MPM1630135,YES,YES,Cale CWT-P,Government House Drive,144.97193980938658,-37.826335598393094,"(-37.826335598393, 144.971939809387)"
SGET10,1630143,MPM1630143,YES,YES,Cale CWT-P,Wells Street,144.96886391108782,-37.8273269999254,"(-37.827326999925, 144.968863911088)"
SGET8,1630145,MPM1630145,YES,YES,Cale CWT-P,Wells Street,144.96872896982993,-37.82876505552469,"(-37.828765055525, 144.96872896983)"
SGET11,1630138,MPM1630138,YES,YES,Cale CWT-P,Wells Street,144.9690673135978,-37.82666283731033,"(-37.82666283731, 144.969067313598)"
MCT4,1630146,MPM1630146,YES,YES,Cale CWT-P,St Kilda Road,144.97127085359827,-37.8251470842047,"(-37.825147084205, 144.971270853598)"
MCIT3B,1630147,MPM1630147,YES,YES,Cale CWT-P,St Kilda Road,144.9709516786182,-37.82552142950014,"(-37.8255214295, 144.970951678618)"
SGET9,1630144,MPM1630144,YES,YES,Cale CWT-P,Wells Street,144.96865355770274,-37.827986788608136,"(-37.827986788608, 144.968653557703)"
MCWT4,1630149,MPM1630149,YES,YES,Cale CWT-P,St Kilda Road,144.97113364959418,-37.82725744443323,"(-37.827257444433, 144.971133649594)"
MCWT5,1630150,MPM1630150,YES,YES,Cale CWT-P,St Kilda Road,144.97109779608527,-37.82789692227793,"(-37.827896922278, 144.971097796085)"
SIWT1,1630152,MPM1630152,YES,YES,Cale CWT-P,Sturt Street,144.96535108649667,-37.829718890500835,"(-37.829718890501, 144.965351086497)"
SIWT2,1630153,MPM1630153,YES,YES,Cale CWT-P,Sturt Street,144.96590848947503,-37.827882755151045,"(-37.827882755151, 144.965908489475)"
SIET23,1630154,MPM1630154,YES,YES,Cale CWT-P,Sturt Street,144.96590675371695,-37.828672865804464,"(-37.828672865804, 144.965906753717)"
SIWT1B,1630156,MPM1630156,YES,YES,Cale CWT-P,Sturt Street,144.96565865958482,-37.828709690747075,"(-37.828709690747, 144.965658659585)"
SKNT6,1630159,MPM1630159,YES,YES,Cale CWT-P,Miles Street,144.96772479453836,-37.82859130914575,"(-37.828591309146, 144.967724794538)"
SFWT10,1630160,MPM1630160,YES,YES,Cale CWT-P,Dodds Street,144.96700829112294,-37.828824418809084,"(-37.828824418809, 144.967008291123)"
SKST1,1630161,MPM1630161,YES,YES,Cale CWT-P,Miles Street,144.967855070366,-37.828698049045876,"(-37.828698049046, 144.967855070366)"
SAST16,1630163,MPM1630163,YES,YES,Cale CWT-P,Wadey Street,144.96963108426257,-37.826143625288324,"(-37.826143625288, 144.969631084263)"
SDST42A,1630165,MPM1630165,YES,YES,Cale CWT-P,Coventry Street,144.9679479772652,-37.82969808188308,"(-37.829698081883, 144.967947977265)"
SCNT21,1630175,MPM1630175,YES,YES,Cale CWT-P,Dorcas Street,144.96686455984428,-37.831097753206905,"(-37.831097753207, 144.966864559844)"
SDNT4,1630180,MPM1630180,YES,YES,Cale CWT-P,Coventry Street,144.96840591293548,-37.829380102223595,"(-37.829380102224, 144.968405912935)"
SDST63,1630184,MPM1630184,YES,YES,Cale CWT-P,Coventry Street,144.96631044188064,-37.830174662461665,"(-37.830174662462, 144.966310441881)"
SDST64,1630181,MPM1630181,YES,YES,Cale CWT-P,Coventry Street,144.96596547888004,-37.83027450091311,"(-37.830274500913, 144.96596547888)"
ADNT1,1630206,MPM1630206,YES,NO,Reino TX-P,Linlithgow Avenue,144.97168273310675,-37.822565201853465,"(-37.822565201853, 144.971682733107)"
ADST2,1630210,MPM1630210,YES,NO,Reino TX-P,Linlithgow Avenue,144.9722909058388,-37.822398037547195,"(-37.822398037547, 144.972290905839)"
ADST3,1630211,MPM1630211,YES,NO,Reino TX-P,Linlithgow Avenue,144.97280457065537,-37.822263505618416,"(-37.822263505618, 144.972804570655)"
ADNT2,1630207,MPM1630207,YES,NO,Reino TX-P,Linlithgow Avenue,144.97231004702266,-37.82225904538108,"(-37.822259045381, 144.972310047023)"
ADNT3,1630208,MPM1630208,YES,NO,Reino TX-P,Linlithgow Avenue,144.9728958908185,-37.82211351809312,"(-37.822113518093, 144.972895890819)"
ADST1,1630209,MPM1630209,YES,NO,Reino TX-P,Linlithgow Avenue,144.9717239625008,-37.82274898599421,"(-37.822748985994, 144.971723962501)"
AHNT1,1630212,MPM1630212,YES,NO,Reino TX-P,High Street,144.9814898077153,-37.85024084930922,"(-37.850240849309, 144.981489807715)"
AHNT2,1630213,MPM1630213,YES,NO,Reino TX-P,High Street,144.98267186518814,-37.85039167528377,"(-37.850391675284, 144.982671865188)"
AHNT3,1630214,MPM1630214,YES,NO,Reino TX-P,High Street,144.983352938515,-37.85047970195114,"(-37.850479701951, 144.983352938515)"
26TB,1630217,MPM1630217,YES,NO,Reino TX-P,Linlithgow Avenue,144.9723905532726,-37.82597761974752,"(-37.825977619748, 144.972390553273)"
26TD,1630218,MPM1630218,YES,NO,Reino TX-P,Linlithgow Avenue,144.97234575690968,-37.82511549562638,"(-37.825115495626, 144.97234575691)"
51TG,1630221,MPM1630221,YES,NO,Reino TX-P,Moubray Street,144.98089820639998,-37.847936026659525,"(-37.84793602666, 144.9808982064)"
KCST1,1630249,MPM1630249,YES,NO,Reino TX-P,Commercial Road,144.97961975418187,-37.84508500897301,"(-37.845085008973, 144.979619754182)"
KCST2,1630250,MPM1630250,YES,NO,Reino TX-P,Commercial Road,144.98063341002427,-37.84521873462534,"(-37.845218734625, 144.980633410024)"
KCT3,1630253,MPM1630253,YES,NO,Reino TX-P,Commercial Road,144.9834755501687,-37.8453482370105,"(-37.84534823701, 144.983475550169)"
KCT1,1630251,MPM1630251,YES,NO,Reino TX-P,Commercial Road,144.98062090945317,-37.844987945774626,"(-37.844987945775, 144.980620909453)"
KCT2,1630252,MPM1630252,YES,NO,Reino TX-P,Commercial Road,144.98148396231932,-37.84508058231237,"(-37.845080582312, 144.981483962319)"
LCT1,1630255,MPM1630255,YES,NO,Reino TX-P,Moubray Street,144.98377979392566,-37.84814195214645,"(-37.848141952146, 144.983779793926)"
LCT3,1630257,MPM1630257,YES,NO,Reino TX-P,Moubray Street,144.98155321166797,-37.847869272317375,"(-37.847869272317, 144.981553211668)"
MCIT12,1630262,MPM1630262,YES,NO,Reino TX-P,St Kilda Road,144.97779109465623,-37.842070002685325,"(-37.842070002685, 144.977791094656)"
MCIT14,1630264,MPM1630264,YES,NO,Reino TX-P,St Kilda Road,144.97829634109513,-37.843434398128025,"(-37.843434398128, 144.978296341095)"
MCIT16,1630266,MPM1630266,YES,NO,Reino TX-P,St Kilda Road,144.97920227971713,-37.845927902370335,"(-37.84592790237, 144.979202279717)"
LCT2,1630256,MPM1630256,YES,NO,Reino TX-P,Moubray Street,144.98253722822196,-37.84799077650432,"(-37.847990776504, 144.982537228222)"
MFNT1,1630270,MPM1630270,YES,NO,Reino TX-P,Moray Street,144.96104321377518,-37.827638945088694,"(-37.827638945089, 144.961043213775)"
NFNT1,1630272,MPM1630272,YES,NO,Reino TX-P,Grey Street,144.9866194787609,-37.811844890603176,"(-37.811844890603, 144.986619478761)"
PFET1,1630277,MPM1630277,YES,NO,Reino TX-P,Powlett Street,144.98619074066264,-37.811293012358654,"(-37.811293012359, 144.986190740663)"
PPCT2,1630279,MPM1630279,YES,NO,Reino TX-P,Point Park Crescent,144.94196706126485,-37.8235868967054,"(-37.823586896705, 144.941967061265)"
LCT4,1630258,MPM1630258,YES,NO,Reino TX-P,Moubray Street,144.9806961317858,-37.84776437431515,"(-37.847764374315, 144.980696131786)"
LCT6,1630259,MPM1630259,YES,NO,Reino TX-P,Moubray Street,144.98314418261978,-37.84821180876725,"(-37.848211808767, 144.98314418262)"
MCIT10,1630260,MPM1630260,YES,NO,Reino TX-P,St Kilda Road,144.9768820596611,-37.839527563316054,"(-37.839527563316, 144.976882059661)"
MCIT11,1630261,MPM1630261,YES,NO,Reino TX-P,St Kilda Road,144.97710911778,-37.84018736692313,"(-37.840187366923, 144.97710911778)"
MCIT13,1630263,MPM1630263,YES,NO,Reino TX-P,St Kilda Road,144.97805181427728,-37.84275067708462,"(-37.842750677085, 144.978051814277)"
MCIT15,1630265,MPM1630265,YES,NO,Reino TX-P,St Kilda Road,144.97899232912943,-37.84535035843127,"(-37.845350358431, 144.978992329129)"
MCIT17,1630267,MPM1630267,YES,NO,Reino TX-P,St Kilda Road,144.9795373223861,-37.846851408878706,"(-37.846851408879, 144.979537322386)"
SNT1,1630294,MPM1630294,YES,NO,Reino TX-P,Wellington Parade,144.97585976845502,-37.815235142882514,"(-37.815235142883, 144.975859768455)"
SNT2,1630295,MPM1630295,YES,NO,Reino TX-P,Wellington Parade,144.98051729203615,-37.81575039400952,"(-37.81575039401, 144.980517292036)"
SNT3,1630296,MPM1630296,YES,NO,Reino TX-P,Wellington Parade,144.98119061135824,-37.815820255428996,"(-37.815820255429, 144.981190611358)"
SOST10A,1630297,MPM1630297,YES,NO,Reino TX-P,Kavanagh Street,144.96252555973848,-37.825769627730516,"(-37.825769627731, 144.962525559738)"
TFNT1,1630302,MPM1630302,YES,NO,Reino TX-P,Boathouse Drive,144.97321601948056,-37.819967506817726,"(-37.819967506818, 144.973216019481)"
TFNT2,1630303,MPM1630303,YES,NO,Reino TX-P,Boathouse Drive,144.97405093920037,-37.82052876392185,"(-37.820528763922, 144.9740509392)"
TM60,1630315,MPM1630315,YES,NO,Reino TX-P,Dallas Brooks Drive,144.97662155589578,-37.83155243792833,"(-37.831552437928, 144.976621555896)"
TM84,1630318,MPM1630318,YES,NO,Reino TX-P,Domain Road,144.97899663926304,-37.833601106623114,"(-37.833601106623, 144.978996639263)"
TM85,1630319,MPM1630319,YES,NO,Reino TX-P,Domain Road,144.97955213578155,-37.83367202939634,"(-37.833672029396, 144.979552135782)"
SST1,1630298,MPM1630298,YES,NO,Reino TX-P,Wellington Parade,144.9802468199005,-37.81594158080609,"(-37.815941580806, 144.980246819901)"
SST2,1630299,MPM1630299,YES,NO,Reino TX-P,Wellington Parade,144.9811803986097,-37.816045014385075,"(-37.816045014385, 144.98118039861)"
TFNT3,1630304,MPM1630304,YES,NO,Reino TX-P,Boathouse Drive,144.9746070808201,-37.82120066969075,"(-37.821200669691, 144.97460708082)"
TFST1,1630305,MPM1630305,YES,NO,Reino TX-P,Boathouse Drive,144.97281771234418,-37.81996672372754,"(-37.819966723728, 144.972817712344)"
TFST2,1630306,MPM1630306,YES,NO,Reino TX-P,Boathouse Drive,144.97405976879472,-37.82076589823163,"(-37.820765898232, 144.974059768795)"
TFST3,1630307,MPM1630307,YES,NO,Reino TX-P,Boathouse Drive,144.9744597712279,-37.821264975826296,"(-37.821264975826, 144.974459771228)"
VST105,1630332,MPM1630332,YES,NO,Reino TX-P,Albert Street,144.98822546548254,-37.811038198765104,"(-37.811038198765, 144.988225465483)"
TM47,1630308,MPM1630308,YES,NO,Reino TX-P,Birdwood Avenue,144.9726697496563,-37.82751339861105,"(-37.827513398611, 144.972669749656)"
TM48,1630309,MPM1630309,YES,NO,Reino TX-P,Birdwood Avenue,144.97349087785346,-37.82812605083966,"(-37.82812605084, 144.973490877853)"
YCNT1,1630340,MPM1630340,YES,NO,Reino TX-P,Bromby Street,144.97553332814437,-37.83474397680424,"(-37.834743976804, 144.975533328144)"
YCNT2,1630341,MPM1630341,YES,NO,Reino TX-P,Bromby Street,144.9761905104983,-37.83482957791423,"(-37.834829577914, 144.976190510498)"
YCNT3,1630342,MPM1630342,YES,NO,Reino TX-P,Bromby Street,144.9774359550099,-37.83497494700207,"(-37.834974947002, 144.97743595501)"
YCNT4,1630343,MPM1630343,YES,NO,Reino TX-P,Bromby Street,144.97797963221578,-37.83503835668969,"(-37.83503835669, 144.977979632216)"
UBNT54,1630364,MPM1630364,YES,YES,Reino TTX,Victoria Street,144.96062678446683,-37.8062887337265,"(-37.806288733726, 144.960626784467)"
CANT20,1630348,MPM1630348,YES,YES,Reino TTX,A'Beckett Street,144.95775719383727,-37.810069458474764,"(-37.810069458475, 144.957757193837)"
67TA,1630365,MPM1630365,YES,YES,Reino TTX,College Crescent,144.96278878830012,-37.79194082678521,"(-37.791940826785, 144.9627887883)"
UBST61,1630366,MPM1630366,YES,YES,Reino TTX,Victoria Street,144.9606798670372,-37.806509828482675,"(-37.806509828483, 144.960679867037)"
ZANT3,1630408,MPM1630408,YES,YES,Reino TTX,Batman Street,144.9495907414899,-37.81116404084426,"(-37.811164040844, 144.94959074149)"
ZANT4,1630409,MPM1630409,YES,YES,Reino TTX,Batman Street,144.94875095453722,-37.81140232001091,"(-37.811402320011, 144.948750954537)"
CNT53,1630423,MPM1630423,YES,YES,Cale CWT-C,Collins Street,144.94367878611024,-37.82111414224205,"(-37.821114142242, 144.94367878611)"
CNT52,1630425,MPM1630425,YES,YES,Cale CWT-C,Collins Street,144.94464648851616,-37.82134453588366,"(-37.821344535884, 144.944646488516)"
DST16,1630426,MPM1630426,YES,YES,Cale CWT-C,Bourke Street,144.94788586869942,-37.81876900276853,"(-37.818769002769, 144.947885868699)"
BHET2,1630428,MPM1630428,YES,YES,Cale CWT-C,Batmans Hill Drive,144.9486539020552,-37.819311555070506,"(-37.819311555071, 144.948653902055)"
BHET1,1630429,MPM1630429,YES,YES,Cale CWT-C,Batmans Hill Drive,144.94868610240644,-37.82020790912868,"(-37.820207909129, 144.948686102406)"
UFET1,1630422,MPM1630422,YES,YES,Cale CWT-C,Jolimont Terrace,144.98207415546113,-37.817253783063826,"(-37.817253783064, 144.982074155461)"
EAT116,1630424,MPM1630424,YES,YES,Cale CWT-C,Franklin Street,144.95644412657367,-37.809251651791136,"(-37.809251651791, 144.956444126574)"
BHWT2,1630427,MPM1630427,YES,YES,Cale CWT-C,Batmans Hill Drive,144.94839292973344,-37.819205896396674,"(-37.819205896397, 144.948392929733)"
CNT50,1630430,MPM1630430,YES,YES,Cale CWT-C,Collins Street,144.94936969105962,-37.820346584823575,"(-37.820346584824, 144.94936969106)"
NAET1,1630432,MPM1630432,YES,YES,Cale CWT-C,Nicholson Street,144.97296874456248,-37.81045558863849,"(-37.810455588638, 144.972968744562)"
NAET2,1630433,MPM1630433,YES,YES,Cale CWT-C,Nicholson Street,144.97298170667185,-37.810064700635124,"(-37.810064700635, 144.972981706672)"
NAWT1A,1630431,MPM1630431,YES,YES,Cale CWT-C,Nicholson Street,144.97271652344344,-37.80995920351309,"(-37.809959203513, 144.972716523443)"
EAT162,1630438,MPM1630438,YES,YES,Cale CWT-C,Franklin Street,144.95582251194932,-37.809502013886686,"(-37.809502013887, 144.955822511949)"
EAT121,1630439,MPM1630439,YES,YES,Cale CWT-C,Franklin Street,144.95625026087598,-37.809374659005606,"(-37.809374659006, 144.956250260876)"
UAWT1,1630437,MPM1630437,YES,YES,Cale CWT-C,Eades Street,144.9809683486845,-37.80949036046164,"(-37.809490360462, 144.980968348685)"
ZAST2,1631144,MPM1631144,YES,YES,Reino TTX,Batman Street,144.95228000010493,-37.810639106380236,"(-37.81063910638, 144.952280000105)"
ZANT2,1631150,MPM1631150,YES,YES,Reino TTX,Batman Street,144.95166534828604,-37.810581122180615,"(-37.810581122181, 144.951665348286)"
