MeterId,AssetId,Barcode,CreditCard,TapAndGo,MeterType,StreetName,Longitude,Latitude,Location
146TJ,1630323,MPM1630323,YES,NO,Reino TX-P,Alexandra Avenue,144.97980308538354,-37.826915677564365,"(-37.826915677564, 144.979803085384)"
27TA,1630324,MPM1630324,YES,NO,Reino TX-P,Birdwood Avenue,144.97297570887378,-37.827617850044774,"(-37.827617850045, 144.972975708874)"
146TD,1630325,MPM1630325,YES,NO,Reino TX-P,Alexandra Avenue,144.9785492618723,-37.82564035915253,"(-37.825640359153, 144.978549261872)"
146TT,1630326,MPM1630326,YES,NO,Reino TX-P,Alexandra Avenue,144.9836223799537,-37.82804439454302,"(-37.828044394543, 144.983622379954)"
26TC,1630327,MPM1630327,YES,NO,Reino TX-P,Linlithgow Avenue,144.97233361705332,-37.825366831709275,"(-37.825366831709, 144.972333617053)"
27TN,1630328,MPM1630328,YES,NO,Reino TX-P,Domain Road,144.97685740992986,-37.833314756300474,"(-37.8333147563, 144.97685740993)"
104TA,1630329,MPM1630329,YES,NO,Reino TX-P,St Kilda Road,144.98011444777876,-37.84843136513127,"(-37.848431365131, 144.980114447779)"
VST103,1630330,MPM1630330,YES,NO,Reino TX-P,Albert Street,144.9867642097417,-37.810877092270815,"(-37.810877092271, 144.986764209742)"
VST104,1630331,MPM1630331,YES,NO,Reino TX-P,Albert Street,144.98754306305852,-37.810962815675,"(-37.810962815675, 144.987543063059)"
TM53A,1630333,MPM1630333,YES,NO,Reino TX-P,Birdwood Avenue,144.97822478720246,-37.83248484232367,"(-37.832484842324, 144.978224787202)"
60TA,1630335,MPM1630335,YES,NO,Reino TX-P,Toorak Road,144.98347066781034,-37.83806710122504,"(-37.838067101225, 144.98347066781)"
135TA,1630337,MPM1630337,YES,NO,Reino TX-P,Domain Road,144.97602180080435,-37.83336857647707,"(-37.833368576477, 144.976021800804)"
26TH,1630338,MPM1630338,YES,NO,Reino TX-P,Linlithgow Avenue,144.9712008929283,-37.823615042698705,"(-37.823615042699, 144.971200892928)"
27TE,1630339,MPM1630339,YES,NO,Reino TX-P,Birdwood Avenue,144.97779248944406,-37.8323078615083,"(-37.832307861508, 144.977792489444)"
387TA,1630344,MPM1630344,YES,NO,Reino TX-P,Birdwood Avenue,144.9757684504808,-37.83061047252008,"(-37.83061047252, 144.975768450481)"
135TB,1630346,MPM1630346,YES,NO,Reino TX-P,Domain Road,144.97826138190018,-37.83365990958417,"(-37.833659909584, 144.9782613819)"
36TA,1630347,MPM1630347,YES,NO,Reino TX-P,Commercial Road,144.97976963313548,-37.84488444762707,"(-37.844884447627, 144.979769633135)"
67TF,1630349,MPM1630349,YES,YES,Reino TTX,College Crescent,144.95901134369146,-37.7930790462688,"(-37.793079046269, 144.959011343691)"
67TH,1630350,MPM1630350,YES,YES,Reino TTX,Royal Parade,144.958637224951,-37.793666528483975,"(-37.793666528484, 144.958637224951)"
103TC,1630351,MPM1630351,YES,YES,Reino TTX,Royal Parade,144.9581891367276,-37.796534887289226,"(-37.796534887289, 144.958189136728)"
103TD,1630352,MPM1630352,YES,YES,Reino TTX,Royal Parade,144.95827606141876,-37.79587822832535,"(-37.795878228325, 144.958276061419)"
102TD,1630353,MPM1630353,YES,YES,Reino TTX,Royal Parade,144.95926350594178,-37.787717844461554,"(-37.787717844462, 144.959263505942)"
WFET1,1630354,MPM1630354,YES,YES,Reino TTX,Waterfront Way,144.9393893112888,-37.81343713117701,"(-37.813437131177, 144.939389311289)"
67TC,1630355,MPM1630355,YES,YES,Reino TTX,College Crescent,144.96061688818097,-37.79211672625997,"(-37.79211672626, 144.960616888181)"
102TA,1630357,MPM1630357,YES,YES,Reino TTX,Royal Parade,144.95880019147705,-37.79151669998591,"(-37.791516699986, 144.958800191477)"
67TE,1630358,MPM1630358,YES,YES,Reino TTX,College Crescent,144.95938752305892,-37.792420576592995,"(-37.792420576593, 144.959387523059)"
67TD,1630367,MPM1630367,YES,YES,Reino TTX,College Crescent,144.95954801092805,-37.792601249846875,"(-37.792601249847, 144.959548010928)"
67TG,1630368,MPM1630368,YES,YES,Reino TTX,College Crescent,144.95889313913844,-37.79292175173719,"(-37.792921751737, 144.958893139138)"
102TB,1630369,MPM1630369,YES,YES,Reino TTX,Royal Parade,144.95889106850447,-37.79076875599682,"(-37.790768755997, 144.958891068504)"
103TF,1630370,MPM1630370,YES,YES,Reino TTX,Royal Parade,144.9584523811998,-37.79442464841038,"(-37.79442464841, 144.9584523812)"
102TI,1630397,MPM1630397,YES,YES,Reino TTX,Royal Parade,144.9598764246502,-37.78259626524562,"(-37.782596265246, 144.95987642465)"
127TA,1630434,MPM1630434,YES,YES,Cale CWT-C,Balston Street,144.9625659426866,-37.826365489020915,"(-37.826365489021, 144.962565942687)"
171TC,1630440,MPM1630440,YES,YES,Cale CWT-C,Miles Street,144.96627785186038,-37.828474565981594,"(-37.828474565982, 144.96627785186)"
383TA,1630441,MPM1630441,YES,YES,Cale CWT-C,Coventry Street,144.96955200560163,-37.82904837045866,"(-37.829048370459, 144.969552005602)"
186TC,1630442,MPM1630442,YES,YES,Cale CWT-C,Dodds Street,144.96737654220024,-37.82816341234857,"(-37.828163412349, 144.9673765422)"
186TB,1630443,MPM1630443,YES,YES,Cale CWT-C,Dodds Street,144.96757955164904,-37.82749469485051,"(-37.827494694851, 144.967579551649)"
385TA,1630444,MPM1630444,YES,YES,Cale CWT-C,Dorcas Street,144.9701109374843,-37.830149394296456,"(-37.830149394296, 144.970110937484)"
167A,1646985,MPM1646985,YES,YES,Reino TVX,Pelham Street,144.96711258504286,-37.80299304985968,"(-37.80299304986, 144.967112585043)"
167B,1646986,MPM1646986,YES,YES,Reino TVX,Pelham Street,144.96750845535948,-37.80281340235085,"(-37.802813402351, 144.967508455359)"
323A,1646987,MPM1646987,YES,YES,Reino TVX,Pelham Street,144.9582200314545,-37.80179323291303,"(-37.801793232913, 144.958220031455)"
323B,1646988,MPM1646988,YES,YES,Reino TVX,Pelham Street,144.95811380572854,-37.802005970282906,"(-37.802005970283, 144.958113805729)"
321A,1646989,MPM1646989,YES,YES,Reino TVX,Pelham Street,144.96157859227344,-37.80216270171239,"(-37.802162701712, 144.961578592273)"
321B,1646990,MPM1646990,YES,YES,Reino TVX,Pelham Street,144.96118884951403,-37.8023438230565,"(-37.802343823056, 144.961188849514)"
322A,1646991,MPM1646991,YES,YES,Reino TVX,Pelham Street,144.95909230215779,-37.80188856721752,"(-37.801888567218, 144.959092302158)"
293A,1646992,MPM1646992,YES,YES,Reino TVX,Pelham Street,144.96861009991068,-37.80315447418459,"(-37.803154474185, 144.968610099911)"
293B,1646993,MPM1646993,YES,YES,Reino TVX,Pelham Street,144.9689968438547,-37.80297909800268,"(-37.802979098003, 144.968996843855)"
357A,1646994,MPM1646994,YES,YES,Reino TVX,Argyle Place North,144.96602905628635,-37.80213648787449,"(-37.802136487874, 144.966029056286)"
356A,1646995,MPM1646995,YES,YES,Reino TVX,Argyle Place South,144.96574146765158,-37.803356824595284,"(-37.803356824595, 144.965741467652)"
169A,1646996,MPM1646996,YES,YES,Reino TVX,Berkeley Street,144.9598657842267,-37.80474843604415,"(-37.804748436044, 144.959865784227)"
169B,1646997,MPM1646997,YES,YES,Reino TVX,Berkeley Street,144.95985156173614,-37.8051410035138,"(-37.805141003514, 144.959851561736)"
168A,1646998,MPM1646998,YES,YES,Reino TVX,Berkeley Street,144.95881036659972,-37.80046020854636,"(-37.800460208546, 144.9588103666)"
168B,1646999,MPM1646999,YES,YES,Reino TVX,Berkeley Street,144.9585545411264,-37.8008830490516,"(-37.800883049052, 144.958554541126)"
168C,1647000,MPM1647000,YES,YES,Reino TVX,Berkeley Street,144.95863679751096,-37.80143681533484,"(-37.801436815335, 144.958636797511)"
319A,1647001,MPM1647001,YES,YES,Reino TVX,Cardigan Street,144.96475390026518,-37.805458689850234,"(-37.80545868985, 144.964753900265)"
319B,1647002,MPM1647002,YES,YES,Reino TVX,Cardigan Street,144.9643493135554,-37.806159309800755,"(-37.806159309801, 144.964349313555)"
319C,1647003,MPM1647003,YES,YES,Reino TVX,Cardigan Street,144.96462495998213,-37.806188090941106,"(-37.806188090941, 144.964624959982)"
308A,1647004,MPM1647004,YES,YES,Reino TVX,Leicester Street,144.96007728099804,-37.80472410946002,"(-37.80472410946, 144.960077280998)"
308B,1647005,MPM1647005,YES,YES,Reino TVX,Leicester Street,144.95989664370546,-37.80574514928874,"(-37.805745149289, 144.959896643705)"
355A,1647006,MPM1647006,YES,YES,Reino TVX,Lincoln Square North,144.96276044269123,-37.801562566680076,"(-37.80156256668, 144.962760442691)"
355B,1647007,MPM1647007,YES,YES,Reino TVX,Lincoln Square North,144.96318088192086,-37.80182444010504,"(-37.801824440105, 144.963180881921)"
320A,1647008,MPM1647008,YES,YES,Reino TVX,Lincoln Square South,144.96263583333135,-37.803018416735924,"(-37.803018416736, 144.962635833331)"
320B,1647009,MPM1647009,YES,YES,Reino TVX,Lincoln Square South,144.96299951633782,-37.80327730827034,"(-37.80327730827, 144.962999516338)"
172A,1647010,MPM1647010,YES,YES,Reino TVX,Berkeley Street,144.9589253225373,-37.80313653361915,"(-37.803136533619, 144.958925322537)"
172B,1647011,MPM1647011,YES,YES,Reino TVX,Berkeley Street,144.9592727297594,-37.80346676192879,"(-37.803466761929, 144.959272729759)"
201A,1647012,MPM1647012,YES,YES,Reino TVX,Elizabeth Street,144.95752771138652,-37.802643238667905,"(-37.802643238668, 144.957527711387)"
201B,1647013,MPM1647013,YES,YES,Reino TVX,Elizabeth Street,144.95825932741351,-37.802937300239705,"(-37.80293730024, 144.958259327414)"
201C,1647014,MPM1647014,YES,YES,Reino TVX,Elizabeth Street,144.95783196052457,-37.80330213868008,"(-37.80330213868, 144.957831960525)"
306A,1647015,MPM1647015,YES,YES,Reino TVX,Leicester Street,144.96041783882552,-37.802802391192635,"(-37.802802391193, 144.960417838826)"
306B,1647016,MPM1647016,YES,YES,Reino TVX,Leicester Street,144.96058770081427,-37.80340615675059,"(-37.803406156751, 144.960587700814)"
210A,1647017,MPM1647017,YES,YES,Reino TVX,Lygon Street,144.96754800026068,-37.79786574182243,"(-37.797865741822, 144.967548000261)"
210B,1647018,MPM1647018,YES,YES,Reino TVX,Lygon Street,144.9673081270717,-37.797900226236116,"(-37.797900226236, 144.967308127072)"
349A,1647019,MPM1647019,YES,YES,Reino TVX,Lygon Street,144.96721958231285,-37.79970869679875,"(-37.799708696799, 144.967219582313)"
349B,1647020,MPM1647020,YES,YES,Reino TVX,Lygon Street,144.96691890176285,-37.80016007013782,"(-37.800160070138, 144.966918901763)"
223A,1647021,MPM1647021,YES,YES,Reino TVX,Lygon Street,144.9659042716441,-37.805900858302,"(-37.805900858302, 144.965904271644)"
223B,1647022,MPM1647022,YES,YES,Reino TVX,Lygon Street,144.96616591880365,-37.806004362952265,"(-37.806004362952, 144.966165918804)"
223C,1647023,MPM1647023,YES,YES,Reino TVX,Lygon Street,144.96581040002582,-37.806442935030596,"(-37.806442935031, 144.965810400026)"
161D,1647027,MPM1647027,YES,YES,Reino TVX,Nicholson Street,144.9732328309272,-37.80686516421698,"(-37.806865164217, 144.973232830927)"
304A,1647028,MPM1647028,YES,YES,Reino TVX,Pelham Street,144.964140862292,-37.80244426148665,"(-37.802444261487, 144.964140862292)"
304B,1647029,MPM1647029,YES,YES,Reino TVX,Pelham Street,144.96455129294696,-37.802712373446134,"(-37.802712373446, 144.964551292947)"
191A,1647030,MPM1647030,YES,YES,Reino TVX,Queensberry Street,144.96512717145976,-37.80466473297921,"(-37.804664732979, 144.96512717146)"
191B,1647031,MPM1647031,YES,YES,Reino TVX,Queensberry Street,144.96552445297624,-37.80493038850872,"(-37.804930388509, 144.965524452976)"
162A,1647032,MPM1647032,YES,YES,Reino TVX,Rathdowne Street,144.96962865297968,-37.80164991389584,"(-37.801649913896, 144.96962865298)"
162B,1647033,MPM1647033,YES,YES,Reino TVX,Rathdowne Street,144.96989765913727,-37.80175849355855,"(-37.801758493559, 144.969897659137)"
162C,1647034,MPM1647034,YES,YES,Reino TVX,Rathdowne Street,144.9697780468316,-37.802440975595516,"(-37.802440975596, 144.969778046832)"
162D,1647035,MPM1647035,YES,YES,Reino TVX,Rathdowne Street,144.96944981756275,-37.802738031170655,"(-37.802738031171, 144.969449817563)"
361A,1647036,MPM1647036,YES,YES,Reino TVX,Rathdowne Street,144.9691927081409,-37.805922442923354,"(-37.805922442923, 144.969192708141)"
361B,1647037,MPM1647037,YES,YES,Reino TVX,Rathdowne Street,144.96887024089165,-37.806215387393785,"(-37.806215387394, 144.968870240892)"
360A,1647038,MPM1647038,YES,YES,Reino TVX,Swanston Street,144.96283730642338,-37.806149365218324,"(-37.806149365218, 144.962837306423)"
190A,1647039,MPM1647039,YES,YES,Reino TVX,O'Connell Street,144.95707097364746,-37.80290578603923,"(-37.802905786039, 144.957070973647)"
190B,1647040,MPM1647040,YES,YES,Reino TVX,O'Connell Street,144.9571916120061,-37.803578182919466,"(-37.803578182919, 144.957191612006)"
221A,1647041,MPM1647041,YES,YES,Reino TVX,Cobden Street,144.95723748624587,-37.80479866682333,"(-37.804798666823, 144.957237486246)"
220A,1647042,MPM1647042,YES,YES,Reino TVX,Queensberry Street,144.95702576476899,-37.80376819357519,"(-37.803768193575, 144.957025764769)"
220B,1647043,MPM1647043,YES,YES,Reino TVX,Queensberry Street,144.95700227435236,-37.803984654130744,"(-37.803984654131, 144.957002274352)"
165A,1647045,MPM1647045,YES,YES,Reino TVX,Elizabeth Street,144.95774872897167,-37.8004382876132,"(-37.800438287613, 144.957748728972)"
192A,1647046,MPM1647046,YES,YES,Reino TVX,Cardigan Street,144.96558039208898,-37.79905589190326,"(-37.799055891903, 144.965580392089)"
192B,1647047,MPM1647047,YES,YES,Reino TVX,Cardigan Street,144.96544344771664,-37.799835253022586,"(-37.799835253023, 144.965443447717)"
220C,1647048,MPM1647048,YES,YES,Reino TVX,Queensberry Street,144.9577540570192,-37.80385133440472,"(-37.803851334405, 144.957754057019)"
220D,1647049,MPM1647049,YES,YES,Reino TVX,Queensberry Street,144.95792395942192,-37.804085946280075,"(-37.80408594628, 144.957923959422)"
296A,1647050,MPM1647050,YES,YES,Reino TVX,Cardigan Street,144.96550497457596,-37.80110740953905,"(-37.801107409539, 144.965504974576)"
296B,1647051,MPM1647051,YES,YES,Reino TVX,Cardigan Street,144.96516750637932,-37.801455164966654,"(-37.801455164967, 144.965167506379)"
363A,1647052,MPM1647052,YES,YES,Reino TVX,Cardigan Street,144.96504329732903,-37.80216824739613,"(-37.802168247396, 144.965043297329)"
363B,1647053,MPM1647053,YES,YES,Reino TVX,Cardigan Street,144.96523263177178,-37.80267921551444,"(-37.802679215514, 144.965232631772)"
297A,1647054,MPM1647054,YES,YES,Reino TVX,Cardigan Street,144.9647873660153,-37.80363817805762,"(-37.803638178058, 144.964787366015)"
303A,1647056,MPM1647056,YES,YES,Reino TVX,Faraday Street,144.9648222561255,-37.79830161837039,"(-37.79830161837, 144.964822256126)"
303B,1647057,MPM1647057,YES,YES,Reino TVX,Faraday Street,144.96511290887696,-37.79855475338925,"(-37.798554753389, 144.965112908877)"
310A,1647058,MPM1647058,YES,YES,Reino TVX,Queensberry Street,144.96087756148526,-37.80441830461396,"(-37.804418304614, 144.960877561485)"
311A,1647059,MPM1647059,YES,YES,Reino TVX,Queensberry Street,144.96695450091372,-37.805084396446155,"(-37.805084396446, 144.966954500914)"
311B,1647060,MPM1647060,YES,YES,Reino TVX,Queensberry Street,144.96699945594204,-37.80486697043678,"(-37.804866970437, 144.966999455942)"
313A,1647061,MPM1647061,YES,YES,Reino TVX,Queensberry Street,144.96802630745174,-37.80520283656118,"(-37.805202836561, 144.968026307452)"
313B,1647062,MPM1647062,YES,YES,Reino TVX,Queensberry Street,144.96826014955533,-37.80500799949965,"(-37.8050079995, 144.968260149555)"
318A,1647063,MPM1647063,YES,YES,Reino TVX,Queensberry Street,144.96234285648418,-37.80458301786033,"(-37.80458301786, 144.962342856484)"
342A,1647064,MPM1647064,YES,YES,Reino TVX,Queensberry Street,144.9639761825564,-37.80453746283878,"(-37.804537462839, 144.963976182556)"
342B,1647065,MPM1647065,YES,YES,Reino TVX,Queensberry Street,144.963933772773,-37.80475536417663,"(-37.804755364177, 144.963933772773)"
174A,1647068,MPM1647068,YES,YES,Reino TVX,MacArthur Place South,144.9712311266557,-37.79843467582141,"(-37.798434675821, 144.971231126656)"
174B,1647069,MPM1647069,YES,YES,Reino TVX,MacArthur Place North,144.97139737914063,-37.79824426390215,"(-37.798244263902, 144.971397379141)"
174C,1647070,MPM1647070,YES,YES,Reino TVX,MacArthur Place South,144.97207707415356,-37.79852749556829,"(-37.798527495568, 144.972077074154)"
176A,1647071,MPM1647071,YES,YES,Reino TVX,Grattan Street,144.9609124304347,-37.80021119531407,"(-37.800211195314, 144.960912430435)"
261A,1647072,MPM1647072,YES,YES,Reino TVX,Elizabeth Street,144.95916762341867,-37.804904633148105,"(-37.804904633148, 144.959167623419)"
261B,1647073,MPM1647073,YES,YES,Reino TVX,Elizabeth Street,144.9587792896076,-37.805370019685384,"(-37.805370019685, 144.958779289608)"
261C,1647074,MPM1647074,YES,YES,Reino TVX,Elizabeth Street,144.95954803653072,-37.8057320350027,"(-37.805732035003, 144.959548036531)"
366A,1647075,MPM1647075,YES,YES,Reino TVX,Grattan Street,144.96594034334765,-37.800548828324246,"(-37.800548828324, 144.965940343348)"
366B,1647076,MPM1647076,YES,YES,Reino TVX,Grattan Street,144.96611341816865,-37.800743426128676,"(-37.800743426129, 144.966113418169)"
338A,1647077,MPM1647077,YES,YES,Reino TVX,Rathdowne Street,144.969244973183,-37.80403322269946,"(-37.804033222699, 144.969244973183)"
372A,1647078,MPM1647078,YES,YES,Reino TVX,Swanston Street,144.9639106012805,-37.799992898169926,"(-37.79999289817, 144.963910601281)"
178A,1647079,MPM1647079,YES,YES,Reino TVX,Bouverie Street,144.96254044984946,-37.80085699571275,"(-37.800856995713, 144.962540449849)"
178B,1647080,MPM1647080,YES,YES,Reino TVX,Bouverie Street,144.96221473423924,-37.801123389313155,"(-37.801123389313, 144.962214734239)"
364A,1647081,MPM1647081,YES,YES,Reino TVX,Bouverie Street,144.96231973590068,-37.80213120860933,"(-37.802131208609, 144.962319735901)"
364B,1647082,MPM1647082,YES,YES,Reino TVX,Bouverie Street,144.96193295881983,-37.802747814572335,"(-37.802747814572, 144.96193295882)"
365A,1647083,MPM1647083,YES,YES,Reino TVX,Bouverie Street,144.9620907635624,-37.80344151417781,"(-37.803441514178, 144.962090763562)"
365B,1647084,MPM1647084,YES,YES,Reino TVX,Bouverie Street,144.96172006314154,-37.803967126232486,"(-37.803967126232, 144.961720063142)"
367A,1647085,MPM1647085,YES,YES,Reino TVX,Lygon Street,144.96692506990607,-37.80144027316487,"(-37.801440273165, 144.966925069906)"
367B,1647086,MPM1647086,YES,YES,Reino TVX,Lygon Street,144.96661854613873,-37.80187949588891,"(-37.801879495889, 144.966618546139)"
368A,1647087,MPM1647087,YES,YES,Reino TVX,Lygon Street,144.96658600876862,-37.803358578000925,"(-37.803358578001, 144.966586008769)"
368B,1647088,MPM1647088,YES,YES,Reino TVX,Lygon Street,144.96625588167552,-37.804038438961804,"(-37.804038438962, 144.966255881676)"
368C,1647089,MPM1647089,YES,YES,Reino TVX,Lygon Street,144.96645147389862,-37.804159844001205,"(-37.804159844001, 144.966451473899)"
228A,1647090,MPM1647090,YES,YES,Reino TVX,Bouverie Street,144.96155673300512,-37.804897053199056,"(-37.804897053199, 144.961556733005)"
228B,1647091,MPM1647091,YES,YES,Reino TVX,Bouverie Street,144.96175326091435,-37.80538285500368,"(-37.805382855004, 144.961753260914)"
228C,1647092,MPM1647092,YES,YES,Reino TVX,Bouverie Street,144.96137168028832,-37.80599015825713,"(-37.805990158257, 144.961371680288)"
262A,1647093,MPM1647093,YES,YES,Reino TVX,Swanston Street,144.96353813986732,-37.803766329849985,"(-37.80376632985, 144.963538139867)"
371A,1647095,MPM1647095,YES,YES,Reino TVX,Swanston Street,144.9640269472863,-37.80094327317363,"(-37.800943273174, 144.964026947286)"
371B,1647096,MPM1647096,YES,YES,Reino TVX,Swanston Street,144.9636800547266,-37.801358125231566,"(-37.801358125232, 144.963680054727)"
307A,1647097,MPM1647097,YES,YES,Reino TVX,Barry Street,144.959708905903,-37.80258516477784,"(-37.802585164778, 144.959708905903)"
307B,1647098,MPM1647098,YES,YES,Reino TVX,Barry Street,144.95993632101082,-37.80308705002161,"(-37.803087050022, 144.959936321011)"
307C,1647099,MPM1647099,YES,YES,Reino TVX,Barry Street,144.95979088398502,-37.80340734994322,"(-37.803407349943, 144.959790883985)"
246B,1647100,MPM1647100,YES,YES,Reino TVX,Bourke Street,144.94572236697977,-37.81938925780236,"(-37.819389257802, 144.94572236698)"
246A,1647101,MPM1647101,YES,YES,Reino TVX,Bourke Street,144.94487464312965,-37.81963379465546,"(-37.819633794655, 144.94487464313)"
253C,1647102,MPM1647102,YES,YES,Reino TVX,Bourke Street,144.94415799350446,-37.819626375282176,"(-37.819626375282, 144.944157993504)"
253B,1647103,MPM1647103,YES,YES,Reino TVX,Bourke Street,144.9432481694029,-37.819885541436776,"(-37.819885541437, 144.943248169403)"
253A,1647104,MPM1647104,YES,YES,Reino TVX,Bourke Street,144.94325089349795,-37.82010333927572,"(-37.820103339276, 144.943250893498)"
658B,1647352,MPM1647352,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.9697627974753,-37.80893075261064,"(-37.808930752611, 144.969762797475)"
658A,1647353,MPM1647353,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.9704727486509,-37.80880670592816,"(-37.808806705928, 144.970472748651)"
607B,1647354,MPM1647354,YES,YES,Cale CWT-C Touch,Flinders Street,144.95670440347072,-37.82072797983732,"(-37.820727979837, 144.956704403471)"
607A,1647355,MPM1647355,YES,YES,Cale CWT-C Touch,Flinders Street,144.95617641516642,-37.82060401529147,"(-37.820604015291, 144.956176415166)"
506C,1647356,MPM1647356,YES,YES,Cale CWT-C Touch,Spring Street,144.9717608707821,-37.808905292932046,"(-37.808905292932, 144.971760870782)"
506A,1647357,MPM1647357,YES,YES,Cale CWT-C Touch,Spring Street,144.971966225285,-37.808718438029814,"(-37.80871843803, 144.971966225285)"
506D,1647358,MPM1647358,YES,YES,Cale CWT-C Touch,Spring Street,144.97147198308457,-37.80827411527726,"(-37.808274115277, 144.971471983085)"
506B,1647359,MPM1647359,YES,YES,Cale CWT-C Touch,Spring Street,144.97177369645655,-37.80829502897573,"(-37.808295028976, 144.971773696457)"
573B,1647360,MPM1647360,YES,YES,Cale CWT-C Touch,King Street,144.9540722850661,-37.81311091290742,"(-37.813110912907, 144.954072285066)"
694A,1647361,MPM1647361,YES,YES,Cale CWT-C Touch,Victoria Street,144.96483242506534,-37.806755444102045,"(-37.806755444102, 144.964832425065)"
578A,1647362,MPM1647362,YES,YES,Cale CWT-C Touch,Spencer Street,144.95457582001166,-37.82030159652593,"(-37.820301596526, 144.954575820012)"
555A,1647363,MPM1647363,YES,YES,Cale CWT-C Touch,William Street,144.95927999267948,-37.81833108761624,"(-37.818331087616, 144.959279992679)"
563A,1647364,MPM1647364,YES,YES,Cale CWT-C Touch,William Street,144.9562362655898,-37.81105743324792,"(-37.811057433248, 144.95623626559)"
563B,1647365,MPM1647365,YES,YES,Cale CWT-C Touch,William Street,144.9555556020873,-37.81022068139873,"(-37.810220681399, 144.955555602087)"
563C,1647366,MPM1647366,YES,YES,Cale CWT-C Touch,William Street,144.95587599867832,-37.81090649597248,"(-37.810906495972, 144.955875998678)"
674B,1647367,MPM1647367,YES,YES,Cale CWT-C Touch,La Trobe Street,144.95292080109922,-37.81286682273511,"(-37.812866822735, 144.952920801099)"
674A,1647368,MPM1647368,YES,YES,Cale CWT-C Touch,La Trobe Street,144.9526925204478,-37.81270089473115,"(-37.812700894731, 144.952692520448)"
560A,1647369,MPM1647369,YES,YES,Cale CWT-C Touch,William Street,144.95692982864975,-37.81320437132058,"(-37.813204371321, 144.95692982865)"
676B,1647370,MPM1647370,YES,YES,Cale CWT-C Touch,MacKenzie Street,144.96662718349268,-37.80749348580447,"(-37.807493485804, 144.966627183493)"
676A,1647371,MPM1647371,YES,YES,Cale CWT-C Touch,MacKenzie Street,144.96651624328948,-37.80767781634709,"(-37.807677816347, 144.966516243289)"
558A,1647373,MPM1647373,YES,YES,Cale CWT-C Touch,William Street,144.95798300598162,-37.814871502522614,"(-37.814871502523, 144.957983005982)"
558B,1647374,MPM1647374,YES,YES,Cale CWT-C Touch,William Street,144.95788026254021,-37.81528110703531,"(-37.815281107035, 144.95788026254)"
559A,1647375,MPM1647375,YES,YES,Cale CWT-C Touch,William Street,144.9576005637454,-37.81403851896724,"(-37.814038518967, 144.957600563745)"
559B,1647376,MPM1647376,YES,YES,Cale CWT-C Touch,William Street,144.9574720338595,-37.814392884438114,"(-37.814392884438, 144.95747203386)"
561A,1647377,MPM1647377,YES,YES,Cale CWT-C Touch,William Street,144.95677477508187,-37.812222923558934,"(-37.812222923559, 144.956774775082)"
561B,1647378,MPM1647378,YES,YES,Cale CWT-C Touch,William Street,144.95664492005787,-37.81257342621195,"(-37.812573426212, 144.956644920058)"
554A,1647379,MPM1647379,YES,YES,Cale CWT-C Touch,William Street,144.95981877031426,-37.81886362848849,"(-37.818863628488, 144.959818770314)"
554B,1647380,MPM1647380,YES,YES,Cale CWT-C Touch,William Street,144.95958462257866,-37.81898915098821,"(-37.818989150988, 144.959584622579)"
614A,1647381,MPM1647381,YES,YES,Cale CWT-C Touch,Flinders Lane,144.96009718343623,-37.81854845418151,"(-37.818548454182, 144.960097183436)"
582A,1647382,MPM1647382,YES,YES,Cale CWT-C Touch,Spencer Street,144.9530294743157,-37.816294129806906,"(-37.816294129807, 144.953029474316)"
725B,1647383,MPM1647383,YES,YES,Cale CWT-C Touch,Queens Bridge Street,144.96030238852885,-37.82441559091794,"(-37.824415590918, 144.960302388529)"
725A,1647384,MPM1647384,YES,YES,Cale CWT-C Touch,Queens Bridge Street,144.96057096082876,-37.82442847112151,"(-37.824428471122, 144.960570960829)"
665C,1647385,MPM1647385,YES,YES,Cale CWT-C Touch,Little Lonsdale Street,144.95363006371045,-37.81369975182564,"(-37.813699751826, 144.95363006371)"
521A,1647386,MPM1647386,YES,YES,Cale CWT-C Touch,Russell Street,144.96733331301064,-37.81146395301146,"(-37.811463953011, 144.967333313011)"
521B,1647387,MPM1647387,YES,YES,Cale CWT-C Touch,Russell Street,144.9675411066376,-37.81127125452467,"(-37.811271254525, 144.967541106638)"
656A,1647388,MPM1647388,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95656197154167,-37.81404839080275,"(-37.814048390803, 144.956561971542)"
656B,1647389,MPM1647389,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9562305294599,-37.81391069735051,"(-37.813910697351, 144.95623052946)"
656D,1647390,MPM1647390,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95543418922804,-37.81413839629622,"(-37.814138396296, 144.955434189228)"
656C,1647391,MPM1647391,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95563375856096,-37.814313156744845,"(-37.814313156745, 144.955633758561)"
655A,1647392,MPM1647392,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95924831311612,-37.81304371378519,"(-37.813043713785, 144.959248313116)"
655B,1647393,MPM1647393,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.9590541098207,-37.81332891318642,"(-37.813328913186, 144.959054109821)"
655D,1647394,MPM1647394,YES,YES,Cale CWT-C Touch,Lonsdale Street,144.95796025639126,-37.81364867297822,"(-37.813648672978, 144.957960256391)"
