date_time,sensor_id,hourly_counts,latitude,longitude,time
17/07/2019 11:00,1,2007,-37.8134944,144.9651532,11
17/07/2019 12:00,1,3275,-37.8134944,144.9651532,12
17/07/2019 13:00,1,3366,-37.8134944,144.9651532,13
17/07/2019 14:00,1,2680,-37.8134944,144.9651532,14
17/07/2019 15:00,1,2755,-37.8134944,144.9651532,15
17/07/2019 16:00,1,2750,-37.8134944,144.9651532,16
17/07/2019 17:00,1,3297,-37.8134944,144.9651532,17
18/07/2019 10:00,1,1590,-37.8134944,144.9651532,10
18/07/2019 11:00,1,2071,-37.8134944,144.9651532,11
18/07/2019 12:00,1,3658,-37.8134944,144.9651532,12
18/07/2019 13:00,1,3906,-37.8134944,144.9651532,13
18/07/2019 14:00,1,3404,-37.8134944,144.9651532,14
18/07/2019 15:00,1,3082,-37.8134944,144.9651532,15
18/07/2019 16:00,1,3298,-37.8134944,144.9651532,16
18/07/2019 17:00,1,4136,-37.8134944,144.9651532,17
19/07/2019 10:00,1,1588,-37.8134944,144.9651532,10
19/07/2019 11:00,1,2496,-37.8134944,144.9651532,11
19/07/2019 12:00,1,3578,-37.8134944,144.9651532,12
19/07/2019 13:00,1,3905,-37.8134944,144.9651532,13
19/07/2019 14:00,1,3902,-37.8134944,144.9651532,14
19/07/2019 15:00,1,4216,-37.8134944,144.9651532,15
19/07/2019 16:00,1,3954,-37.8134944,144.9651532,16
19/07/2019 17:00,1,3599,-37.8134944,144.9651532,17
20/07/2019 10:00,1,1253,-37.8134944,144.9651532,10
20/07/2019 11:00,1,2031,-37.8134944,144.9651532,11
20/07/2019 12:00,1,2662,-37.8134944,144.9651532,12
20/07/2019 13:00,1,3028,-37.8134944,144.9651532,13
20/07/2019 14:00,1,3245,-37.8134944,144.9651532,14
20/07/2019 15:00,1,3301,-37.8134944,144.9651532,15
20/07/2019 16:00,1,2861,-37.8134944,144.9651532,16
20/07/2019 17:00,1,2464,-37.8134944,144.9651532,17
21/07/2019 10:00,1,1289,-37.8134944,144.9651532,10
21/07/2019 11:00,1,1884,-37.8134944,144.9651532,11
21/07/2019 12:00,1,3106,-37.8134944,144.9651532,12
21/07/2019 13:00,1,3346,-37.8134944,144.9651532,13
21/07/2019 14:00,1,2553,-37.8134944,144.9651532,14
21/07/2019 15:00,1,2636,-37.8134944,144.9651532,15
21/07/2019 16:00,1,2600,-37.8134944,144.9651532,16
21/07/2019 17:00,1,2958,-37.8134944,144.9651532,17
22/07/2019 10:00,1,1223,-37.8134944,144.9651532,10
22/07/2019 11:00,1,1882,-37.8134944,144.9651532,11
22/07/2019 12:00,1,3123,-37.8134944,144.9651532,12
22/07/2019 13:00,1,3388,-37.8134944,144.9651532,13
22/07/2019 14:00,1,2618,-37.8134944,144.9651532,14
22/07/2019 15:00,1,2551,-37.8134944,144.9651532,15
22/07/2019 16:00,1,2848,-37.8134944,144.9651532,16
22/07/2019 17:00,1,2768,-37.8134944,144.9651532,17
23/07/2019 10:00,1,1352,-37.8134944,144.9651532,10
23/07/2019 11:00,1,2049,-37.8134944,144.9651532,11
23/07/2019 12:00,1,3053,-37.8134944,144.9651532,12
23/07/2019 13:00,1,3463,-37.8134944,144.9651532,13
23/07/2019 14:00,1,2640,-37.8134944,144.9651532,14
23/07/2019 15:00,1,2623,-37.8134944,144.9651532,15
23/07/2019 16:00,1,2558,-37.8134944,144.9651532,16
23/07/2019 17:00,1,3353,-37.8134944,144.9651532,17
24/07/2019 10:00,1,1395,-37.8134944,144.9651532,10
24/07/2019 11:00,1,1958,-37.8134944,144.9651532,11
24/07/2019 12:00,1,3166,-37.8134944,144.9651532,12
24/07/2019 13:00,1,3439,-37.8134944,144.9651532,13
24/07/2019 14:00,1,2766,-37.8134944,144.9651532,14
24/07/2019 15:00,1,2730,-37.8134944,144.9651532,15
24/07/2019 16:00,1,2979,-37.8134944,144.9651532,16
24/07/2019 17:00,1,3537,-37.8134944,144.9651532,17
25/07/2019 10:00,1,1493,-37.8134944,144.9651532,10
25/07/2019 11:00,1,2301,-37.8134944,144.9651532,11
25/07/2019 12:00,1,3659,-37.8134944,144.9651532,12
25/07/2019 13:00,1,3953,-37.8134944,144.9651532,13
25/07/2019 14:00,1,3231,-37.8134944,144.9651532,14
25/07/2019 15:00,1,3242,-37.8134944,144.9651532,15
25/07/2019 16:00,1,3553,-37.8134944,144.9651532,16
25/07/2019 17:00,1,4267,-37.8134944,144.9651532,17
26/07/2019 10:00,1,1624,-37.8134944,144.9651532,10
26/07/2019 11:00,1,2321,-37.8134944,144.9651532,11
26/07/2019 12:00,1,3132,-37.8134944,144.9651532,12
26/07/2019 13:00,1,3610,-37.8134944,144.9651532,13
26/07/2019 14:00,1,3707,-37.8134944,144.9651532,14
26/07/2019 15:00,1,3986,-37.8134944,144.9651532,15
26/07/2019 16:00,1,3725,-37.8134944,144.9651532,16
